Name,Season,Team, Price 
Anrich Nortje,2024,Delhi Capitals," $65,000,000.00 "
Axar Patel,2024,Delhi Capitals," $120,000,000.00 "
David Warner,2024,Delhi Capitals," $62,500,000.00 "
Harry Brook,2024,Delhi Capitals," $40,000,000.00 "
Ishant Sharma,2024,Delhi Capitals," $5,000,000.00 "
Jhye Richardson,2024,Delhi Capitals," $50,000,000.00 "
Khaleel Ahmed,2024,Delhi Capitals," $52,500,000.00 "
Kuldeep Yadav,2024,Delhi Capitals," $20,000,000.00 "
Kumar Kushagra,2024,Delhi Capitals," $72,000,000.00 "
Lalit Yadav,2024,Delhi Capitals," $6,500,000.00 "
Lungi Ngidi,2024,Delhi Capitals," $5,000,000.00 "
Mitchell Marsh,2024,Delhi Capitals," $65,000,000.00 "
Mukesh Kumar,2024,Delhi Capitals," $55,000,000.00 "
Praveen Dubey,2024,Delhi Capitals," $5,000,000.00 "
Prithvi Shaw,2024,Delhi Capitals," $80,000,000.00 "
Rasikh Salam,2024,Delhi Capitals," $2,000,000.00 "
Ricky Bhui,2024,Delhi Capitals," $2,000,000.00 "
Rishabh Pant,2024,Delhi Capitals," $160,000,000.00 "
Shai Hope,2024,Delhi Capitals," $7,500,000.00 "
Sumit Kumar,2024,Delhi Capitals," $10,000,000.00 "
Swastik Chikara,2024,Delhi Capitals," $2,000,000.00 "
Tristan Stubbs,2024,Delhi Capitals," $5,000,000.00 "
Vicky Ostwal,2024,Delhi Capitals," $2,000,000.00 "
Yash Dhull,2024,Delhi Capitals," $5,000,000.00 "
Abid Mushtaq,2024,Rajasthan Royals," $2,000,000.00 "
Adam Zampa,2024,Rajasthan Royals," $15,000,000.00 "
Avesh Khan,2024,Rajasthan Royals," $100,000,000.00 "
Dhruv Jurel,2024,Rajasthan Royals," $2,000,000.00 "
Donovan Ferreira,2024,Rajasthan Royals," $5,000,000.00 "
Jos Buttler,2024,Rajasthan Royals," $100,000,000.00 "
Kuldeep Sen,2024,Rajasthan Royals," $2,000,000.00 "
Kunal Singh Rathore,2024,Rajasthan Royals," $2,000,000.00 "
Nandre Burger,2024,Rajasthan Royals," $5,000,000.00 "
Navdeep Saini,2024,Rajasthan Royals," $26,000,000.00 "
Prasidh Krishna,2024,Rajasthan Royals," $100,000,000.00 "
R Ashwin,2024,Rajasthan Royals," $50,000,000.00 "
Riyan Parag,2024,Rajasthan Royals," $38,000,000.00 "
Rovman Powell,2024,Rajasthan Royals," $74,000,000.00 "
Sandeep Sharma,2024,Rajasthan Royals," $5,000,000.00 "
Sanju Samson,2024,Rajasthan Royals," $140,000,000.00 "
Shimron Hetmyer,2024,Rajasthan Royals," $85,000,000.00 "
Shubham Dubey,2024,Rajasthan Royals," $58,000,000.00 "
Tom Kohler-Cadmore,2024,Rajasthan Royals," $4,000,000.00 "
Trent Boult,2024,Rajasthan Royals," $80,000,000.00 "
Yashasvi Jaiswal,2024,Rajasthan Royals," $40,000,000.00 "
Yuzvendra Chahal,2024,Rajasthan Royals," $65,000,000.00 "
Akash Madhwal,2024,Mumbai Indians," $2,000,000.00 "
Anshul Kamboj,2024,Mumbai Indians," $2,000,000.00 "
Arjun Tendulkar,2024,Mumbai Indians," $3,000,000.00 "
Dewald Brevis,2024,Mumbai Indians," $30,000,000.00 "
Dilshan Madushanka,2024,Mumbai Indians," $46,000,000.00 "
Gerald Coetzee,2024,Mumbai Indians," $50,000,000.00 "
Hardik Pandya,2024,Mumbai Indians," $150,000,000.00 "
Ishan Kishan,2024,Mumbai Indians," $152,500,000.00 "
Jason Behrendorff,2024,Mumbai Indians," $7,500,000.00 "
Jasprit Bumrah,2024,Mumbai Indians," $120,000,000.00 "
Kumar Kartikeya,2024,Mumbai Indians," $2,000,000.00 "
Mohammad Nabi,2024,Mumbai Indians," $15,000,000.00 "
Naman Dhir,2024,Mumbai Indians," $2,000,000.00 "
Nehal Wadhera,2024,Mumbai Indians," $2,000,000.00 "
Nuwan Thushara,2024,Mumbai Indians," $48,000,000.00 "
Piyush Chawla,2024,Mumbai Indians," $5,000,000.00 "
Rohit Sharma,2024,Mumbai Indians," $160,000,000.00 "
Romario Shepherd,2024,Mumbai Indians," $5,000,000.00 "
Shams Mulani,2024,Mumbai Indians," $2,000,000.00 "
Shivalik Sharma,2024,Mumbai Indians," $2,000,000.00 "
Shreyas Gopal,2024,Mumbai Indians," $2,000,000.00 "
Suryakumar Yadav,2024,Mumbai Indians," $80,000,000.00 "
Tilak Varma,2024,Mumbai Indians," $17,000,000.00 "
Tim David,2024,Mumbai Indians," $82,500,000.00 "
Vishnu Vinod,2024,Mumbai Indians," $2,000,000.00 "
Abdul Samad,2024,Sunrisers Hyderabad," $40,000,000.00 "
Abhishek Sharma,2024,Sunrisers Hyderabad," $65,000,000.00 "
Aiden Markram,2024,Sunrisers Hyderabad," $26,000,000.00 "
Akash Singh,2024,Sunrisers Hyderabad," $2,000,000.00 "
Anmolpreet Singh,2024,Sunrisers Hyderabad," $2,000,000.00 "
Bhuvneshwar Kumar,2024,Sunrisers Hyderabad," $42,000,000.00 "
Fazalhaq Farooqi,2024,Sunrisers Hyderabad," $5,000,000.00 "
Glenn Phillips,2024,Sunrisers Hyderabad," $15,000,000.00 "
Heinrich Klaasen,2024,Sunrisers Hyderabad," $52,500,000.00 "
Jaydev Unadkat,2024,Sunrisers Hyderabad," $16,000,000.00 "
Jhatavedh Subramanyan,2024,Sunrisers Hyderabad," $2,000,000.00 "
Marco Jansen,2024,Sunrisers Hyderabad," $42,000,000.00 "
Mayank Agarwal,2024,Sunrisers Hyderabad," $82,500,000.00 "
Mayank Markande,2024,Sunrisers Hyderabad," $5,000,000.00 "
Nitish Kumar Reddy,2024,Sunrisers Hyderabad," $2,000,000.00 "
Pat Cummins,2024,Sunrisers Hyderabad," $205,000,000.00 "
Rahul Tripathi,2024,Sunrisers Hyderabad," $85,000,000.00 "
Sanvir Singh,2024,Sunrisers Hyderabad," $2,000,000.00 "
Shahbaz Ahmed,2024,Sunrisers Hyderabad," $24,000,000.00 "
T Natarajan,2024,Sunrisers Hyderabad," $40,000,000.00 "
Travis Head,2024,Sunrisers Hyderabad," $68,000,000.00 "
Umran Malik,2024,Sunrisers Hyderabad," $40,000,000.00 "
Upendra Yadav,2024,Sunrisers Hyderabad," $2,500,000.00 "
Wanindu Hasaranga,2024,Sunrisers Hyderabad," $15,000,000.00 "
Washington Sundar,2024,Sunrisers Hyderabad," $87,500,000.00 "
Amit Mishra,2024,Lucknow Super Giants," $5,000,000.00 "
Arshad Khan,2024,Lucknow Super Giants," $2,000,000.00 "
Arshin Kulkarni,2024,Lucknow Super Giants," $2,000,000.00 "
Ashton Turner,2024,Lucknow Super Giants," $10,000,000.00 "
Ayush Badoni,2024,Lucknow Super Giants," $2,000,000.00 "
David Willey,2024,Lucknow Super Giants," $20,000,000.00 "
Deepak Hooda,2024,Lucknow Super Giants," $57,500,000.00 "
Devdutt Padikkal,2024,Lucknow Super Giants," $77,500,000.00 "
K Gowtham,2024,Lucknow Super Giants," $9,000,000.00 "
KL Rahul,2024,Lucknow Super Giants," $170,000,000.00 "
Krunal Pandya,2024,Lucknow Super Giants," $82,500,000.00 "
Kyle Mayers,2024,Lucknow Super Giants," $5,000,000.00 "
Manimaran Sidharth,2024,Lucknow Super Giants," $24,000,000.00 "
Marcus Stoinis,2024,Lucknow Super Giants," $100,000,000.00 "
Mark Wood,2024,Lucknow Super Giants," $75,000,000.00 "
Mayank Yadav,2024,Lucknow Super Giants," $2,000,000.00 "
Mohsin Khan,2024,Lucknow Super Giants," $2,000,000.00 "
Naveen-ul-Haq,2024,Lucknow Super Giants," $5,000,000.00 "
Nicholas Pooran,2024,Lucknow Super Giants," $160,000,000.00 "
Prerak Mankad,2024,Lucknow Super Giants," $2,000,000.00 "
Quinton de Kock,2024,Lucknow Super Giants," $67,500,000.00 "
Ravi Bishnoi,2024,Lucknow Super Giants," $40,000,000.00 "
Shivam Mavi,2024,Lucknow Super Giants," $64,000,000.00 "
Yash Thakur,2024,Lucknow Super Giants," $4,500,000.00 "
Yudhvir Singh,2024,Lucknow Super Giants," $2,000,000.00 "
Abhinav Manohar,2024,Gujarat Titans," $26,000,000.00 "
Azmatullah Omarzai,2024,Gujarat Titans," $5,000,000.00 "
Darshan Nalkande,2024,Gujarat Titans," $2,000,000.00 "
David Miller,2024,Gujarat Titans," $30,000,000.00 "
Jayant Yadav,2024,Gujarat Titans," $17,000,000.00 "
Josh Little,2024,Gujarat Titans," $44,000,000.00 "
Kane Williamson,2024,Gujarat Titans," $20,000,000.00 "
Kartik Tyagi,2024,Gujarat Titans," $6,000,000.00 "
M Shahrukh Khan,2024,Gujarat Titans," $74,000,000.00 "
Manav Suthar,2024,Gujarat Titans," $2,000,000.00 "
Matthew Wade,2024,Gujarat Titans," $24,000,000.00 "
Mohammed Shami,2024,Gujarat Titans," $62,500,000.00 "
Mohit Sharma,2024,Gujarat Titans," $5,000,000.00 "
Noor Ahmad,2024,Gujarat Titans," $3,000,000.00 "
R Sai Kishore,2024,Gujarat Titans," $30,000,000.00 "
Rahul Tewatia,2024,Gujarat Titans," $90,000,000.00 "
Rashid Khan,2024,Gujarat Titans," $150,000,000.00 "
Robin Minz,2024,Gujarat Titans," $36,000,000.00 "
Sai Sudharsan,2024,Gujarat Titans," $2,000,000.00 "
Shubman Gill,2024,Gujarat Titans," $80,000,000.00 "
Spencer Johnson,2024,Gujarat Titans," $100,000,000.00 "
Sushant Mishra,2024,Gujarat Titans," $22,000,000.00 "
Umesh Yadav,2024,Gujarat Titans," $58,000,000.00 "
Vijay Shankar,2024,Gujarat Titans," $14,000,000.00 "
Wriddhiman Saha,2024,Gujarat Titans," $19,000,000.00 "
